ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0044743	protein transmembrane import into intracellular organelle	25/1077	63/5321	0.000293031720904085	0.00570791771435395	0.00485134661743385	HSP60/AFG1/HSP10/TIM8/PEX21/MGR2/AFG3/TIM13/TOM6/PEX25/TOM7/YTA12/TIM9/TOM22/SSC1/OXA1/MDH2/HOT13/TOM40/MIA40/PEX6/PAM16/TIM50/TIM17/PAM18	25
BP	GO:0070585	protein localization to mitochondrion	27/1077	70/5321	0.000294581768831808	0.00570791771435395	0.00485134661743385	HSP60/MAS1/HSP10/TIM8/MGR2/AFG3/TIM13/TOM6/TOM7/YTA12/TIM9/MMM1/MAS2/TOM22/OM14/SSC1/OXA1/HOT13/TOM5/TOM40/MIA40/PAM16/TIM50/TIM17/MBA1/PNT1/PAM18	27
BP	GO:0072655	establishment of protein localization to mitochondrion	27/1077	70/5321	0.000294581768831808	0.00570791771435395	0.00485134661743385	HSP60/MAS1/HSP10/TIM8/MGR2/AFG3/TIM13/TOM6/TOM7/YTA12/TIM9/MMM1/MAS2/TOM22/OM14/SSC1/OXA1/HOT13/TOM5/TOM40/MIA40/PAM16/TIM50/TIM17/MBA1/PNT1/PAM18	27
BP	GO:0016125	sterol metabolic process	22/1077	53/5321	0.000316353094621214	0.00606455613305773	0.00515446531549682	ERG2/ERG6/DAP1/ERG24/MVD1/ERG10/NCP1/ERG1/ERG3/CYB5/ERG25/ERG13/IDI1/YEH2/HMG1/ERG26/ARE2/PDR16/ERG27/ERG7/MCR1/UPC2	22
BP	GO:0006281	DNA repair	86/1077	304/5321	0.000336916014377079	0.00639076482007891	0.00543172078580221	FUN30/MCD1/SGS1/SMC1/TRA1/DPB2/DNA2/MSH3/SIN3/RAD53/RIF1/CTF4/MCM4/RFA3/MUS81/MLH3/RAD52/POL1/RAD33/SLD2/PIF1/DMC1/MSH6/APN1/PRI2/MCK1/HST4/SPT10/MSH5/PCD1/CDC45/TEL1/POB3/MRC1/MCM2/DPB4/POL30/DPB11/RAD5/TAH11/MCM7/RAD54/ELG1/CSM2/CTR9/RTT109/HIM1/SMC5/YKU80/OGG1/RFC4/RPT4/HMI1/POL32/SAE3/RDH54/HPR1/FYV6/HNT3/PSF1/EPL1/RSC8/SMC3/TOF1/NUP145/RAD24/SPO11/SLD3/CDC28/HTA1/MLH2/TDP1/RAD57/CDC7/RAD1/CST9/PHR1/SPT5/CTF18/IXR1/RVB1/BDF1/RAD2/REV1/SHU1/YNG2	86
BP	GO:0006812	cation transport	61/1077	201/5321	0.000345367759936029	0.00648284066046588	0.00550997906476889	PHO84/MEP2/QCR8/COX7/TAT2/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SCO1/ADY2/ATP16/CRC1/FTR1/MEP3/KCH1/UGA4/QCR9/COX19/DUR3/LEU5/COX5A/MSC2/COX13/FET5/AGP2/FRE4/COX12/COX4/COX15/ATP2/TIM11/COX17/ATP19/CTR1/ATP20/COX6/CAN1/ATP14/HEM25/BPT1/QCR7/CTR2/YMC1/COX5B/TPO1/RIP1/QCR6/TPO3/ENA5/QDR2/CRZ1/GAP1/MRS4/FTH1/AMF1/ALR1/AVT3	61
BP	GO:0008202	steroid metabolic process	22/1077	54/5321	0.00043353544929229	0.00805392659406914	0.006845296567773	ERG2/ERG6/DAP1/ERG24/MVD1/ERG10/NCP1/ERG1/ERG3/CYB5/ERG25/ERG13/IDI1/YEH2/HMG1/ERG26/ARE2/PDR16/ERG27/ERG7/MCR1/UPC2	22
BP	GO:0009199	ribonucleoside triphosphate metabolic process	37/1077	109/5321	0.00050927681388225	0.00936445733281444	0.00795915965841756	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/COX5B/GSM1/PDC1/RIP1/QCR6/PFK27	37
BP	GO:0098660	inorganic ion transmembrane transport	44/1077	136/5321	0.000518248559524791	0.00942487368463315	0.008010509498885	PHO84/QCR8/COX7/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/ATP16/FTR1/KCH1/QCR9/COX5A/MSC2/COX13/FET5/COX12/COX4/COX15/ATP2/TIM11/ATP19/CTR1/ATP20/GEF1/COX6/ATP14/NEO1/BPT1/QCR7/CTR2/COX5B/BOR1/RIP1/QCR6/ENA5/QDR2/MRS4/FEX2/FTH1/SUL2/ALR1	44
BP	GO:0006779	porphyrin-containing compound biosynthetic process	10/1077	17/5321	0.000533483416111311	0.00942487368463315	0.008010509498885	COX15/COX10/HEM15/HEM25/MET1/MET8/HEM1/YMC1/YFH1/HEM2	10
BP	GO:0006783	heme biosynthetic process	10/1077	17/5321	0.000533483416111311	0.00942487368463315	0.008010509498885	COX15/COX10/HEM15/HEM25/MET1/MET8/HEM1/YMC1/YFH1/HEM2	10
BP	GO:0033014	tetrapyrrole biosynthetic process	10/1077	17/5321	0.000533483416111311	0.00942487368463315	0.008010509498885	COX15/COX10/HEM15/HEM25/MET1/MET8/HEM1/YMC1/YFH1/HEM2	10
CC	GO:0098798	mitochondrial protein complex	113/1077	216/5325	8.90539438176875e-27	3.41076604821743e-24	2.72786291062601e-24	QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH2/SDH1/ATP16/MAS1/SHH3/QCR9/COX26/TIM8/RCF1/COX5A/MGR2/MGR1/COX13/MRPL39/AFG3/MRP51/MRPL33/TIM13/TOM6/MRPL50/MRPS8/TOM7/YTA12/MRPS12/COX12/MRPS18/COX4/ATP2/TIM9/RSM24/TIM11/MMM1/MRPL37/MAS2/ATP19/TOM22/RCF2/SSC1/LPD1/ATP20/OXA1/COX6/IMG2/ATP14/RSM10/MRPL25/MRPL24/MRPL20/MRPS28/PKP1/MRP2/QCR7/TOM5/MRPL31/MRPL11/MRP4/MRPS35/PET123/MDM34/TOM40/MGR3/MRPS9/COX5B/MRPL49/MRP1/PPE1/PTH4/MIP1/KGD1/MRPL17/YMR31/COX11/RSM7/NAM9/MRPL22/MIC19/RPM2/IMG1/RSM28/MRPL32/PAM16/MRP49/RIP1/MRPL27/MRPL15/TIM50/MNP1/TIM17/QCR6/MRP20/PDX1/MRPL35/MHR1/MTF1/MRX14/KGD2/YML6/RSM23/MRH4/PAM18/MRPL4/LAT1/MRP10/RSM22	113
CC	GO:0005759	mitochondrial matrix	111/1077	231/5325	2.48595393092951e-22	4.76060177773001e-20	3.80743470473941e-20	ICL2/HSP60/ETR1/ISA1/CPR3/ATP1/COX14/MAS1/MSD1/CIT1/HSP10/ARG8/CCP1/MSY1/ISA2/MDJ1/MRPL39/JAC1/MRP51/CCA1/MRPL33/COA2/MRPL50/ADK2/AIM45/MRPS8/MAM33/MRPS12/SLM5/PUT1/MRPS18/HSP78/NDI1/RSM24/MRPL37/NFU1/MAS2/MET7/SSC1/ISM1/LPD1/OXA1/IMG2/RSM10/MRPL25/MRPL24/ISD11/MRPL20/IDP1/DIA4/MRPS28/PKP1/MRP2/MRPL31/HEM1/MRPL11/MRP4/MRPS35/PET123/FUM1/SDH6/MRPS9/MRPL49/MRP1/HMI1/PPE1/PTH4/MIP1/KGD1/MRPL17/YMR31/MMF1/COX11/RSM7/YHM2/NAM9/ADH3/MRPL22/RPM2/IMG1/RSM28/MRPL32/PAM16/MRP49/MRPL27/MRPL15/MNP1/MSS116/MRP20/YFH1/MSW1/GLO4/PDX1/MRPL35/MHR1/MTF1/MRX14/KGD2/YML6/RSM23/MRH4/SOD2/LSC1/MDH1/PAM18/MTF2/MRPL4/LAT1/PTC6/MRP10/RSM22	111
CC	GO:0005743	mitochondrial inner membrane	109/1077	251/5325	9.77753087956735e-18	1.24826477562477e-15	9.98337363492667e-16	GUT2/QCR8/CAT2/SHY1/COX7/SDH4/COX8/ATP4/ATP3/ATP1/COX14/ATP18/COX9/SCO1/AFG1/SDH2/PHB2/SDH1/ATP16/MAS1/PHB1/CRC1/MCP2/ATP23/SHH3/COA3/YAT1/PET191/QCR9/COA1/OMS1/COX26/TIM8/MDM31/RCF1/SAL1/CMC2/LEU5/COX5A/PET100/MDJ1/PIF1/MGR2/MGR1/COX13/AFG3/UPS1/PET494/TIM13/COA2/ADK2/YTA12/SFC1/COX12/COX4/COX15/CMC1/ATP2/TIM9/NDI1/TIM11/MAS2/PET122/ATP19/GGC1/MET7/RCF2/SSC1/UGO1/HEM15/ATP20/OXA1/COX6/PSD1/TCM62/ATP14/FZO1/HEM25/ISD11/MRX3/QCR7/CTP1/MDM32/YMC1/MGR3/MIA40/COX5B/HMI1/YIA6/ANT1/COX11/COX16/YHM2/MIC19/MRPL32/PAM16/RIP1/TIM50/COQ10/TIM17/QCR6/MBA1/PNT1/PET8/MRS4/MSS51/COQ4/PAM18/ATM1	109
CC	GO:0019866	organelle inner membrane	111/1077	263/5325	6.26935979923539e-17	6.00291200776788e-15	4.80100974099341e-15	GUT2/QCR8/CAT2/SHY1/COX7/SDH4/COX8/ATP4/ATP3/ATP1/COX14/ATP18/COX9/SCO1/AFG1/SDH2/PHB2/SDH1/ATP16/MAS1/PHB1/CRC1/MCP2/ATP23/SHH3/COA3/YAT1/PET191/QCR9/COA1/OMS1/COX26/TRL1/TIM8/MDM31/RCF1/SAL1/CMC2/LEU5/COX5A/PET100/MDJ1/PIF1/MGR2/MGR1/COX13/AFG3/UPS1/PET494/TIM13/COA2/ADK2/YTA12/SFC1/COX12/COX4/COX15/CMC1/ATP2/TIM9/NDI1/TIM11/MAS2/PET122/ATP19/GGC1/MET7/RCF2/SSC1/UGO1/HEM15/ATP20/OXA1/COX6/PSD1/TCM62/ATP14/FZO1/HEM25/ISD11/MRX3/QCR7/CTP1/MDM32/YMC1/MGR3/MIA40/COX5B/HMI1/YIA6/ANT1/COX11/COX16/YHM2/MIC19/SEC63/MRPL32/PAM16/RIP1/TIM50/COQ10/TIM17/QCR6/MBA1/PNT1/PET8/MRS4/MSS51/COQ4/PAM18/ATM1	111
CC	GO:0031966	mitochondrial membrane	144/1077	385/5325	3.80018326231602e-16	2.91094037893407e-14	2.32811227228202e-14	PDH1/GUT2/QCR8/CAT2/SHY1/COX7/ERG6/SDH4/COX8/ATP4/ATP3/ATP1/COX14/ATP18/COX9/SCO1/AFG1/SDH2/AIM36/PHB2/SDH1/ATP16/RDL1/MAS1/PHB1/CRC1/MCP2/ATP23/SHH3/GPM1/COA3/YAT1/PET191/MPM1/QCR9/COA1/OMS1/ECM19/COX26/TIM8/MDM31/RCF1/SAL1/CMC2/LEU5/COX5A/PET100/MDJ1/PIF1/MGR2/MGR1/COX13/JID1/AFG3/UPS1/PET494/TIM13/NCP1/TOM6/COA2/ADK2/TOM7/YTA12/SFC1/COX12/SEN54/COX4/COX15/CMC1/ATP2/TIM9/NDI1/TIM11/LSP1/MMM1/MAS2/PET122/ATP19/OM45/GGC1/MET7/COX10/TOM22/RCF2/OM14/SSC1/UGO1/HEM15/ATP20/OXA1/COX6/PSD1/TCM62/ATP14/FZO1/HEM25/ISD11/MRX3/QCR7/HOT13/TOM5/CTP1/MDM34/MDM32/YMC1/TOM40/MGR3/MIA40/COX5B/HMI1/YIA6/ANT1/COX11/COX16/YHM2/AIM39/MIC19/MRPL32/PAM16/RIP1/ERG27/TIM50/COQ10/TIM17/QCR6/UIP4/MBA1/OPI3/AIM19/GTT1/UBP16/PNT1/PET8/MRS4/MSS51/COQ4/PAM18/ATM1/MCR1/FIS1/SEN34/TDA5/FSF1/FMP52	144
CC	GO:0005740	mitochondrial envelope	152/1077	423/5325	3.15814654069034e-15	2.015950208474e-13	1.61231691814191e-13	PDH1/GUT2/QCR8/CAT2/SHY1/COX7/ERG6/SDH4/COX8/ATP4/ATP3/ATP1/COX14/ATP18/COX9/SCO1/AFG1/SDH2/AIM36/PHB2/SDH1/ATP16/RDL1/MAS1/PHB1/CRC1/MCP2/ATP23/SHH3/GPM1/COA3/YAT1/PET191/MPM1/QCR9/COA1/COX19/OMS1/ECM19/CCP1/COX26/TIM8/MDM31/RCF1/SAL1/CMC2/LEU5/COX5A/PET100/MDJ1/PIF1/MGR2/MGR1/COX13/POT1/JID1/AFG3/UPS1/PET494/TIM13/NCP1/TOM6/COA2/ADK2/TOM7/YTA12/SFC1/COX12/SEN54/COX4/COX15/CMC1/ATP2/TIM9/NDI1/TIM11/COX17/LSP1/MMM1/MAS2/PET122/ATP19/OM45/GGC1/MET7/COX10/TOM22/RCF2/OM14/SSC1/UGO1/HEM15/ATP20/OXA1/COX6/PSD1/TCM62/ATP14/FZO1/HEM25/NCE103/ISD11/MRX3/QCR7/HOT13/TOM5/CTP1/MDM34/MDM32/YMC1/TOM40/MGR3/MIA40/COX5B/HMI1/YIA6/ANT1/COX11/COX16/YHM2/AIM39/MIC19/MRPL32/PAM16/RIP1/ERG27/TIM50/COQ10/TIM17/QCR6/UIP4/MBA1/OPI3/MTF1/AIM19/GTT1/UBP16/PNT1/COX23/PET8/MRS4/MSS51/COQ4/PAM18/ATM1/MCR1/FIS1/PTC6/SEN34/TDA5/FSF1/FMP52	152
CC	GO:0000313	organellar ribosome	50/1077	89/5325	5.30501072973054e-14	2.5397738868585e-12	2.03126068730472e-12	MRPL39/MRP51/MRPL33/MRPL50/MRPS8/MRPS12/MRPS18/RSM24/MRPL37/OXA1/IMG2/RSM10/MRPL25/MRPL24/MRPL20/MRPS28/MRP2/MRPL31/MRPL11/MRP4/MRPS35/PET123/MRPS9/MRPL49/MRP1/PPE1/PTH4/MRPL17/YMR31/COX11/RSM7/NAM9/MRPL22/IMG1/RSM28/MRPL32/MRP49/MRPL27/MRPL15/MNP1/MRP20/MRPL35/MHR1/MRX14/YML6/RSM23/MRH4/MRPL4/MRP10/RSM22	50
CC	GO:0005761	mitochondrial ribosome	50/1077	89/5325	5.30501072973054e-14	2.5397738868585e-12	2.03126068730472e-12	MRPL39/MRP51/MRPL33/MRPL50/MRPS8/MRPS12/MRPS18/RSM24/MRPL37/OXA1/IMG2/RSM10/MRPL25/MRPL24/MRPL20/MRPS28/MRP2/MRPL31/MRPL11/MRP4/MRPS35/PET123/MRPS9/MRPL49/MRP1/PPE1/PTH4/MRPL17/YMR31/COX11/RSM7/NAM9/MRPL22/IMG1/RSM28/MRPL32/MRP49/MRPL27/MRPL15/MNP1/MRP20/MRPL35/MHR1/MRX14/YML6/RSM23/MRH4/MRPL4/MRP10/RSM22	50
CC	GO:0044455	mitochondrial membrane part	73/1077	176/5325	4.93272691535531e-11	2.09914934286787e-09	1.67885793259461e-09	GUT2/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH2/SDH1/ATP16/MAS1/MCP2/ATP23/SHH3/COA3/PET191/QCR9/COA1/COX26/RCF1/COX5A/PET100/MDJ1/MGR2/MGR1/COX13/AFG3/UPS1/TOM6/TOM7/YTA12/COX12/COX4/CMC1/ATP2/TIM9/TIM11/MMM1/PET122/ATP19/OM45/TOM22/RCF2/OM14/SSC1/UGO1/ATP20/OXA1/COX6/PSD1/ATP14/FZO1/ISD11/QCR7/TOM5/MDM34/TOM40/MGR3/MIA40/COX5B/MIC19/PAM16/RIP1/TIM50/TIM17/QCR6/PNT1/MSS51/PAM18/MCR1	73
CC	GO:0098800	inner mitochondrial membrane protein complex	44/1077	86/5325	1.21844860159454e-10	4.66665814410708e-09	3.73230045330537e-09	QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH2/SDH1/ATP16/MAS1/SHH3/QCR9/COX26/RCF1/COX5A/MGR2/MGR1/COX13/AFG3/YTA12/COX12/COX4/ATP2/TIM9/TIM11/ATP19/RCF2/SSC1/ATP20/COX6/ATP14/QCR7/MGR3/COX5B/MIC19/PAM16/RIP1/TIM50/TIM17/QCR6/PAM18	44
CC	GO:0000315	organellar large ribosomal subunit	28/1077	49/5325	1.26256608863329e-08	4.02969009955458e-07	3.2228660683534e-07	MRPL39/MRPL33/MRPL50/MRPL37/OXA1/IMG2/MRPL25/MRPL24/MRPL20/MRPL31/MRPL11/MRPL49/PTH4/MRPL17/MRPL22/IMG1/MRPL32/MRP49/MRPL27/MRPL15/MNP1/MRP20/MRPL35/MHR1/MRX14/YML6/MRH4/MRPL4	28
CC	GO:0005762	mitochondrial large ribosomal subunit	28/1077	49/5325	1.26256608863329e-08	4.02969009955458e-07	3.2228660683534e-07	MRPL39/MRPL33/MRPL50/MRPL37/OXA1/IMG2/MRPL25/MRPL24/MRPL20/MRPL31/MRPL11/MRPL49/PTH4/MRPL17/MRPL22/IMG1/MRPL32/MRP49/MRPL27/MRPL15/MNP1/MRP20/MRPL35/MHR1/MRX14/YML6/MRH4/MRPL4	28
CC	GO:0000314	organellar small ribosomal subunit	21/1077	34/5325	1.36776049823492e-07	3.74180193445696e-06	2.99261883448392e-06	MRP51/MRPS8/MRPS12/MRPS18/RSM24/RSM10/MRPS28/MRP2/MRP4/MRPS35/PET123/MRPS9/MRP1/PPE1/YMR31/RSM7/NAM9/RSM28/RSM23/MRP10/RSM22	21
CC	GO:0005763	mitochondrial small ribosomal subunit	21/1077	34/5325	1.36776049823492e-07	3.74180193445696e-06	2.99261883448392e-06	MRP51/MRPS8/MRPS12/MRPS18/RSM24/RSM10/MRPS28/MRP2/MRP4/MRPS35/PET123/MRPS9/MRP1/PPE1/YMR31/RSM7/NAM9/RSM28/RSM23/MRP10/RSM22	21
CC	GO:1990204	oxidoreductase complex	23/1077	43/5325	1.27562295050224e-06	3.25709060028238e-05	2.60495634102562e-05	RNR1/GUT2/QCR8/SDH4/SDH2/SDH1/MAS1/FTR1/SHH3/QCR9/RNR2/GPD2/LPD1/PKP1/QCR7/KGD1/YMR31/RIP1/QCR6/PDX1/KGD2/FET3/LAT1	23
CC	GO:0005746	mitochondrial respiratory chain	20/1077	35/5325	1.5903920560841e-06	3.58305974988358e-05	2.86565998960045e-05	QCR8/COX7/SDH4/COX8/COX9/SDH2/SDH1/MAS1/SHH3/QCR9/COX26/COX5A/COX13/COX12/COX4/COX6/QCR7/COX5B/RIP1/QCR6	20
CC	GO:0098803	respiratory chain complex	20/1077	35/5325	1.5903920560841e-06	3.58305974988358e-05	2.86565998960045e-05	QCR8/COX7/SDH4/COX8/COX9/SDH2/SDH1/MAS1/SHH3/QCR9/COX26/COX5A/COX13/COX12/COX4/COX6/QCR7/COX5B/RIP1/QCR6	20
CC	GO:0070469	respiratory chain	21/1077	39/5325	3.22548471828219e-06	6.86311470612267e-05	5.48898276619952e-05	QCR8/COX7/SDH4/COX8/COX9/SDH2/SDH1/MAS1/SHH3/QCR9/COX26/COX5A/COX13/ACP1/COX12/COX4/COX6/QCR7/COX5B/RIP1/QCR6	21
CC	GO:0070069	cytochrome complex	16/1077	28/5325	1.80880141153857e-05	0.000364616284536458	0.000291612859145553	QCR8/COX7/COX8/COX9/MAS1/QCR9/COX26/COX5A/COX13/COX12/COX4/COX6/QCR7/COX5B/RIP1/QCR6	16
CC	GO:0005657	replication fork	25/1077	57/5325	4.13015350659881e-05	0.000790924396513672	0.00063256561601066	CTF4/MCM4/RFA3/POL1/POL12/PIF1/PRI2/CDC45/POB3/MRC1/MCM2/POL30/PRI1/DPB11/MCM7/RFC4/POL32/PSF1/HHF1/DIA2/TOF1/HTA1/RAD57/CTF18/REV1	25
CC	GO:0043596	nuclear replication fork	20/1077	43/5325	8.87870782013636e-05	0.00161930718814868	0.00129508971211012	CTF4/MCM4/RFA3/POL1/POL12/PIF1/PRI2/CDC45/POB3/MRC1/MCM2/PRI1/MCM7/POL32/PSF1/HHF1/DIA2/TOF1/HTA1/CTF18	20
CC	GO:0031970	organelle envelope lumen	26/1077	65/5325	0.000188872836443936	0.00328810437991035	0.00262976054570266	ATP23/GPM1/PET191/MPM1/COX19/CCP1/TIM8/CMC2/POT1/UPS1/TIM13/MIG1/COX12/CMC1/TIM9/COX17/NCE103/HOT13/MIA40/COX11/QCR6/MTF1/COX23/MCR1/SNF1/PTC6	26
CC	GO:0031301	integral component of organelle membrane	41/1077	120/5325	0.000216861231948579	0.0036112109494046	0.00288817475958977	PEX11/GUT2/MNN10/MCP2/COA3/PET191/COA1/MNN9/RCF1/PET100/AFG3/PEX25/TOM7/YTA12/ANP1/PXA2/PET122/OM45/MNN11/TOM22/RCF2/OM14/UGO1/PSD1/FZO1/ERV46/TOM5/PXA1/ESBP6/MIA40/ANT1/MIC19/TIM17/INP2/MCH5/MCH4/HOC1/PNT1/VAN1/MCR1/YOS1	41
CC	GO:0044430	cytoskeletal part	70/1077	235/5325	0.000233808602769963	0.00373119561920399	0.00298413611430084	CIK1/CIN8/SGO1/SPA2/RVS161/IPL1/HSL1/MPS2/CLB2/MYO2/KRE28/SPC72/INN1/BIR1/BUD4/DAD2/SPC110/CDC31/MLC1/IQG1/KIP2/ASE1/KAR9/KAR3/LSP1/BFA1/UTR2/SKT5/LSB3/MTW1/AIM7/KAR1/RVS167/CYK3/BNI4/ABP140/PIN3/APC1/NDC1/NUF2/CDC12/SCD5/SPC42/DYN1/TUB2/SPC29/ADY4/DSN1/DAD3/CDC10/CDC14/CNM67/BUB2/NIP100/PAC11/BUD3/CLB4/EDE1/CDC28/RGD1/SHS1/SHE1/ELM1/PAN1/DMA2/VRP1/AIM3/PFS1/LAS17/SPR28	70
CC	GO:0005856	cytoskeleton	73/1077	248/5325	0.000257593458614496	0.00394633178597408	0.00315619774555024	CIK1/CIN8/SGO1/SPA2/RVS161/GIC2/IPL1/HSL1/MPS2/CLB2/MYO2/KRE28/SPC72/INN1/BIR1/BUD4/DAD2/SPC110/CDC31/MLC1/IQG1/KIP2/ASE1/KAR9/KAR3/LSP1/BFA1/UTR2/SKT5/LSB3/MTW1/AIM7/KAR1/RVS167/CYK3/BNI4/ABP140/PIN3/APC1/NDC1/NUF2/CDC12/SCD5/SPC42/DYN1/TUB2/SPC29/ADY4/DSN1/DAD3/CDC10/HSP42/CDC14/CNM67/BUB2/NIP100/PAC11/BUD3/CLB4/EDE1/CDC28/RGD1/SAC7/SHS1/SHE1/ELM1/PAN1/DMA2/VRP1/AIM3/PFS1/LAS17/SPR28	73
CC	GO:0005758	mitochondrial intermembrane space	24/1077	60/5325	0.000330841654822152	0.00487355206911094	0.0038977701033703	ATP23/GPM1/PET191/MPM1/COX19/CCP1/TIM8/CMC2/POT1/UPS1/TIM13/COX12/CMC1/TIM9/COX17/NCE103/HOT13/MIA40/COX11/QCR6/MTF1/COX23/MCR1/PTC6	24
CC	GO:1990351	transporter complex	15/1077	31/5325	0.000397846148252036	0.00564352128816777	0.00451357618484766	PEX11/CAT2/MDH3/PHB2/PHB1/FTR1/TIM8/TIM13/PEX25/TIM9/GEF1/ESL2/PXA1/FET3/UBI4	15
CC	GO:0005751	mitochondrial respiratory chain complex IV	10/1077	17/5325	0.000530101282494531	0.00654931584501308	0.00523801267252661	COX7/COX8/COX9/COX26/COX5A/COX13/COX12/COX4/COX6/COX5B	10
CC	GO:0005753	mitochondrial proton-transporting ATP synthase complex	10/1077	17/5325	0.000530101282494531	0.00654931584501308	0.00523801267252661	ATP4/ATP3/ATP1/ATP18/ATP16/ATP2/TIM11/ATP19/ATP20/ATP14	10
CC	GO:0045259	proton-transporting ATP synthase complex	10/1077	17/5325	0.000530101282494531	0.00654931584501308	0.00523801267252661	ATP4/ATP3/ATP1/ATP18/ATP16/ATP2/TIM11/ATP19/ATP20/ATP14	10
CC	GO:0045277	respiratory chain complex IV	10/1077	17/5325	0.000530101282494531	0.00654931584501308	0.00523801267252661	COX7/COX8/COX9/COX26/COX5A/COX13/COX12/COX4/COX6/COX5B	10
CC	GO:0031300	intrinsic component of organelle membrane	41/1077	125/5325	0.000572293933679446	0.00680651777184509	0.00544371766279214	PEX11/GUT2/MNN10/MCP2/COA3/PET191/COA1/MNN9/RCF1/PET100/AFG3/PEX25/TOM7/YTA12/ANP1/PXA2/PET122/OM45/MNN11/TOM22/RCF2/OM14/UGO1/PSD1/FZO1/ERV46/TOM5/PXA1/ESBP6/MIA40/ANT1/MIC19/TIM17/INP2/MCH5/MCH4/HOC1/PNT1/VAN1/MCR1/YOS1	41
CC	GO:0032592	integral component of mitochondrial membrane	24/1077	62/5325	0.00058646236676472	0.00680651777184509	0.00544371766279214	GUT2/MCP2/COA3/PET191/COA1/RCF1/PET100/AFG3/TOM7/YTA12/PET122/OM45/TOM22/RCF2/OM14/UGO1/PSD1/FZO1/TOM5/MIA40/MIC19/TIM17/PNT1/MCR1	24
MF	GO:0016491	oxidoreductase activity	96/1072	321/5313	1.2120469142391e-05	0.00549057252150312	0.00496301315409484	RNR1/AIM17/ETR1/GUT2/HBN1/SOR1/QCR8/COX7/SDH4/COX8/IDP2/COX9/SCO1/MDH3/SDH2/ERG24/OYE3/SDH1/SHH3/ARA1/QCR9/CCP1/RNR2/BDH1/GDH2/FOX2/COX5A/GPD2/SCS7/COX13/IMD3/RIB7/UGA2/GDH3/FET5/NCP1/ADH1/ALD6/POX1/AIM45/FRE4/ERG1/GAL80/PUT1/COX12/TRX3/COX4/COX15/NDI1/ERG3/CYB5/DIT2/LPD1/ERG25/COX6/MDH2/ECM4/FMS1/IDP1/GRX3/ADH6/QCR7/MET8/HMG1/ERG26/ADH2/LYS1/MIA40/COX5B/MRP1/FMO1/KGD1/YMR31/ADH3/LEU2/RIP1/ERG27/QCR6/MXR2/YFH1/MPD1/GTT1/FMP46/ALD2/FRD1/SOD2/JHD2/SPS19/FET3/SHB17/MDH1/LYS9/LYS2/MCR1/CTT1/TDA5	96
