gene_short_name	gene_id	locus	s_1_NR_A_FPKM	s_2_NR_B_FPKM	s_3_CR_A_FPKM	s_4_CR_B_FPKM
SAC3	YDR159W	ref|NC_001136|:771876-775782	29.539	26.6108	40.8782	38.4637
SAC6	YDR129C	ref|NC_001136|:713339-715379	674.25	750.952	633.936	576.427
SAC7	YDR389W	ref|NC_001136|:1252536-1254501	33.4327	27.7322	57.1793	30.6807
SAD1	YFR005C	ref|NC_001138|:154526-155873	29.9575	26.6115	45.1862	45.8407
SAE2	YGL175C	ref|NC_001139|:173284-174322	17.2842	15.5189	20.2447	20.2444
SAE3	YHR079C-A	ref|NC_001140|:262191-262553	1.69611	3.06243	0.939997	0.845488
SAF1	YBR280C	ref|NC_001134|:762783-764697	19.7892	24.7114	86.911	101.814
SAG1	YJR004C	ref|NC_001142|:442908-444861	15.3708	13.1055	17.3354	15.5669
SAH1	YER043C	ref|NC_001137|:235769-237119	1638.74	2085.89	794.322	382.994
SAK1	YER129W	ref|NC_001137|:417280-420709	49.9448	42.6631	54.193	39.9693
SAL1	YNL083W	ref|NC_001146|:471376-472861	22.0088	21.661	42.4705	44.2156
SAM1	YLR180W	ref|NC_001144|:515261-516410	194.963	223.679	99.2675	52.868
SAM2	YDR502C	ref|NC_001136|:1453309-1454464	583.461	1153.42	324.827	228.644
SAM3	YPL274W	ref|NC_001148|:22937-24701	74.6829	62.6967	56.9374	108.167
SAM35	YHR083W	ref|NC_001140|:272626-273616	66.3471	64.528	115.68	81.6316
SAM37	YMR060C	ref|NC_001145|:391531-392515	61.171	59.2167	49.8494	42.8333
SAM4	YPL273W	ref|NC_001148|:25086-26064	65.7693	71.3809	36.3135	20.8036
SAM50	YNL026W	ref|NC_001146|:581919-583374	34.7852	33.8418	61.1147	45.8471
SAN1	YDR143C	ref|NC_001136|:742041-743874	23.5167	23.2418	47.3614	27.4629
SAP1	YER047C	ref|NC_001137|:243809-246503	20.5625	22.7928	39.8001	40.5866
SAP155	YFR040W	ref|NC_001138|:234241-237250	125.592	107.024	253.902	264.343
SAP185	YJL098W	ref|NC_001142|:242081-245258	26.8573	16.4816	16.9309	6.84426
SAP190	YKR028W	ref|NC_001143|:494256-497358	78.7955	76.0914	94.2232	67.8785
SAP30	YMR263W	ref|NC_001145|:794918-795524	175.33	159.609	120.049	117.255
SAP4	YGL229C	ref|NC_001139|:64502-66959	14.7963	16.2185	31.4233	32.2096
SAR1	YPL218W	ref|NC_001148|:138697-139409	363.162	398.968	389.046	355.438
SAS10	YDL153C	ref|NC_001136|:181185-183018	737.451	550.761	108.435	75.5503
SAS2	YMR127C	ref|NC_001145|:522328-523345	31.1214	24.5761	12.7659	11.3451
SAS3	YBL052C	ref|NC_001134|:119378-121874	37.7969	31.1801	27.7891	23.3047
SAS4	YDR181C	ref|NC_001136|:825909-827355	38.1486	40.5353	44.8836	53.3544
SAS5	YOR213C	ref|NC_001147|:744534-745281	57.9153	49.7525	64.56	92.491
SAT4	YCR008W	ref|NC_001135|:128469-130281	147.624	144.911	187.75	199.029
SAW1	YAL027W	ref|NC_001133|:94686-95472	25.3358	27.7821	40.2799	47.1981
SAY1	YGR263C	ref|NC_001139|:1017966-1019241	42.2622	43.0788	23.3467	22.1046
SBA1	YKL117W	ref|NC_001143|:220323-220974	1204.36	1534.98	1987.84	1708.81
SBE2	YDR351W	ref|NC_001136|:1178665-1181260	21.1244	16.6472	32.2062	24.3254
SBE22	YHR103W	ref|NC_001140|:320413-322972	69.5076	59.6369	93.6983	94.3027
SBH1	YER087C-B	ref|NC_001137|:332581-332830	348.252	366.128	446.821	326.278
SBH2	YER019C-A	ref|NC_001137|:194272-194539	295.257	281.174	419.787	422.915
SBP1	YHL034C	ref|NC_001140|:33192-34077	1642.34	1730.7	1436.41	1247.53
SCC2	YDR180W	ref|NC_001136|:821294-825776	8.60182	6.08322	8.20219	5.97303
SCC4	YER147C	ref|NC_001137|:462967-464842	32.0156	24.9008	35.754	36.5167
SCD5	YOR329C	ref|NC_001147|:936730-939349	25.8409	23.0859	55.5741	46.372
SCD6	YPR129W	ref|NC_001148|:792686-793736	41.0483	46.7699	113.927	90.8877
SCEI	Q0160	ref|NC_001224|:61021-61729	32.9976	30.7592	13.7926	43.8194
SCH9	YHR205W	ref|NC_001140|:509362-511837	17.8901	14.5463	27.9157	18.6376
SCJ1	YMR214W	ref|NC_001145|:695349-696483	100.95	62.7725	43.7061	25.8637
SCL1	YGL011C	ref|NC_001139|:474488-475247	326.662	320.676	616.703	468.714
SCM3	YDL139C	ref|NC_001136|:211374-212046	61.3789	43.2636	56.0711	54.7756
SCM4	YGR049W	ref|NC_001139|:591313-591877	39.7526	31.9752	66.1281	43.1056
SCO1	YBR037C	ref|NC_001134|:310564-311452	58.6528	57.1981	182.548	114.469
SCO2	YBR024W	ref|NC_001134|:289444-290350	107.598	145.955	137.513	128.173
SCP1	YOR367W	ref|NC_001147|:1026006-1026609	72.7473	78.4449	118.587	146.229
SCP160	YJL080C	ref|NC_001142|:285557-289226	110.361	111.077	94.8876	55.1214
SCS2	YER120W	ref|NC_001137|:401134-401869	186.783	190.234	288.596	202.147
SCS22	YBL091C-A	ref|NC_001134|:46564-47180	77.0342	86.445	86.2669	67.7393
SCS3	YGL126W	ref|NC_001139|:270996-272139	65.057	59.7013	74.1198	52.1116
SCS7	YMR272C	ref|NC_001145|:809622-810777	275.42	249.503	265.746	161.317
SCT1	YBL011W	ref|NC_001134|:203537-205817	57.7927	60.5663	99.5527	71.6479
SCW10	YMR305C	ref|NC_001145|:879062-880232	499.226	392.684	209.302	96.1241
SCW11	YGL028C	ref|NC_001139|:441280-442909	41.0791	30.7697	36.8374	15.9713
SCW4	YGR279C	ref|NC_001139|:1048797-1049958	994.3	1260.13	274.817	214.795
SCY1	YGL083W	ref|NC_001139|:353057-355472	41.706	55.544	30.2119	27.3562
SDA1	YGR245C	ref|NC_001139|:979764-982068	222.576	110.359	53.1288	33.1735
SDC1	YDR469W	ref|NC_001136|:1399014-1399542	133.643	104.333	98.2187	93.5809
SDC25	YLL016W	ref|NC_001144|:112846-115993	22.3694	25.1715	41.1936	68.6697
SDH1	YKL148C	ref|NC_001143|:169206-171129	161.786	188.923	466.674	270.529
SDH2	YLL041C	ref|NC_001144|:53130-53931	148.748	211.543	582.061	326.333
SDH3	YKL141W	ref|NC_001143|:179666-180263	422.971	421.191	864.255	822.076
SDH4	YDR178W	ref|NC_001136|:817949-818495	80.8395	89.7795	293.961	244.951
SDL1	YIL167W	ref|NC_001141|:29415-30048	13.8613	15.3966	14.062	12.6482
SDO1	YLR022C	ref|NC_001144|:184173-184926	52.3866	33.5426	22.4757	28.3919
SDP1	YIL113W	ref|NC_001141|:150558-151188	43.2172	61.0074	53.7884	42.7195
SDS22	YKL193C	ref|NC_001143|:78865-79882	78.3202	76.5142	214.516	218.303
SDS23	YGL056C	ref|NC_001139|:396034-397618	71.8583	59.4815	88.7446	65.7901
SDS24	YBR214W	ref|NC_001134|:651414-652998	113.96	98.6603	246.261	205.576
SDS3	YIL084C	ref|NC_001141|:202275-203259	102.526	97.6575	98.1391	144.591
SDT1	YGL224C	ref|NC_001139|:78014-78857	18.2984	18.8191	27.4315	25.6521
SEA4	YBL104C	ref|NC_001134|:18176-21293	13.7052	9.33168	13.0514	13.6024
SEC1	YDR164C	ref|NC_001136|:782040-784215	51.9671	39.6772	50.3065	52.1385
SEC10	YLR166C	ref|NC_001144|:495428-498044	106.319	93.6025	55.3991	95.9821
SEC11	YIR022W	ref|NC_001141|:398732-399236	326.73	310.173	365.379	355.807
SEC12	YNR026C	ref|NC_001146|:673273-674689	40.2296	39.3137	38.0658	34.0175
SEC13	YLR208W	ref|NC_001144|:559550-560444	210.415	235.674	331.048	215.232
SEC14	YMR079W	ref|NC_001145|:424988-426059	193.947	190.109	98.8961	99.1926
SEC15	YGL233W	ref|NC_001139|:59121-61854	59.0783	51.6739	96.158	100.365
SEC16	YPL085W	ref|NC_001148|:387066-393654	21.6883	19.0433	15.2913	15.2689
SEC17	YBL050W	ref|NC_001134|:125124-126119	389.213	422.421	313.575	347.523
SEC18	YBR080C	ref|NC_001134|:398613-400890	128.648	120.655	93.8899	79.246
SEC2	YNL272C	ref|NC_001146|:126804-129084	46.3766	46.5296	67.5585	49.3725
SEC20	YDR498C	ref|NC_001136|:1445842-1446994	67.1687	68.4926	106.051	133.083
SEC21	YNL287W	ref|NC_001146|:91993-94801	73.5342	74.5122	172.005	129.957
SEC22	YLR268W	ref|NC_001144|:680199-680844	73.9727	87.9716	158.806	131.7
SEC23	YPR181C	ref|NC_001148|:897360-899667	53.9308	51.1769	136.464	93.76
SEC24	YIL109C	ref|NC_001141|:157384-160165	92.0787	68.0304	68.0313	41.3779
SEC26	YDR238C	ref|NC_001136|:937894-940816	162.933	149.62	164.892	149.867
SEC27	YGL137W	ref|NC_001139|:249868-252738	170.179	153.58	156.385	117.62
SEC28	YIL076W	ref|NC_001141|:216657-217548	459.104	460.415	309.4	335.83
SEC3	YER008C	ref|NC_001137|:167807-171818	91.1075	83.0213	90.0688	88.0185
SEC31	YDL195W	ref|NC_001136|:107207-111029	54.7	46.7425	53.8319	40.2519
SEC39	YLR440C	ref|NC_001144|:1015567-1017697	91.4619	62.2644	44.8548	41.8642
SEC4	YFL005W	ref|NC_001138|:130333-130981	244.33	252.66	485.724	346.363
SEC5	YDR166C	ref|NC_001136|:786305-789221	56.5418	42.5392	32.0295	44.9269
SEC53	YFL045C	ref|NC_001138|:43627-44392	397.493	407.024	400.691	258.063
SEC59	YMR013C	ref|NC_001145|:295178-296738	12.0937	11.9163	9.81286	7.98873
SEC6	YIL068C	ref|NC_001141|:233056-235474	49.3689	47.9016	54.9378	71.9758
SEC61	YLR378C	ref|NC_001144|:875735-877178	50.7208	33.3706	72.2688	34.5289
SEC62	YPL094C	ref|NC_001148|:369838-370663	183.85	154.655	212.338	207.459
SEC63	YOR254C	ref|NC_001147|:805031-807023	296.313	294.702	104.132	68.7794
SEC65	YML105C	ref|NC_001145|:57865-58687	155.383	156.234	132.215	103.709
SEC66	YBR171W	ref|NC_001134|:578363-578984	203.991	208.177	139.486	144.578
SEC7	YDR170C	ref|NC_001136|:796192-802222	100.946	86.6442	101.093	83.5488
SEC72	YLR292C	ref|NC_001144|:719788-720370	131.711	173.234	115.453	99.356
SEC8	YPR055W	ref|NC_001148|:667675-670873	29.4077	29.4895	23.4641	28.5353
SEC9	YGR009C	ref|NC_001139|:509046-511002	137.525	133.417	183.403	207.888
SED1	YDR077W	ref|NC_001136|:600792-601809	1304.04	1064.86	1027.66	469.378
SED4	YCR067C	ref|NC_001135|:233124-236322	25.0414	14.8799	33.9312	26.6927
SED5	YLR026C	ref|NC_001144|:195449-196472	43.4478	39.9358	51.205	39.1306
SEE1	YIL064W	ref|NC_001141|:241942-242716	113.941	76.5343	70.3012	56.181
SEF1	YBL066C	ref|NC_001134|:96668-100115	22.1948	21.4235	47.3551	33.8949
SEH1	YGL100W	ref|NC_001139|:313233-314283	105.173	91.9843	79.302	44.4552
SEM1	YDR363W-A	ref|NC_001136|:1202127-1202397	1157.67	1148.1	905.558	993.579
SEN1	YLR430W	ref|NC_001144|:993433-1000129	56.5076	41.848	22.2283	24.48
SEN15	YMR059W	ref|NC_001145|:391098-391485	47.8528	38.1062	38.883	36.8015
SEN2	YLR105C	ref|NC_001144|:347046-348180	64.5302	60.9748	60.4463	63.2543
SEN34	YAR008W	ref|NC_001133|:158965-159793	29.3457	26.7898	22.8784	13.349
SEN54	YPL083C	ref|NC_001148|:396701-398105	35.4233	32.3137	39.2327	45.0408
SEO1	YAL067C	ref|NC_001133|:7234-9016	1.44809	1.00825	2.40762	3.72249
SER1	YOR184W	ref|NC_001147|:679356-680544	286.336	395.594	106.639	73.0158
SER2	YGR208W	ref|NC_001139|:911882-912812	116.63	117.622	18.5704	12.1814
SER3	YER081W	ref|NC_001137|:322685-324095	248.982	698.921	64.1548	20.7078
SER33	YIL074C	ref|NC_001141|:221080-222490	83.0327	120.317	98.2939	57.7803
SES1	YDR023W	ref|NC_001136|:489507-490896	508.782	517.897	271.525	173.717
SET1	YHR119W	ref|NC_001140|:346042-349285	38.1062	28.0856	31.1245	36.6826
SET2	YJL168C	ref|NC_001142|:102226-104428	48.6542	55.4044	46.2056	36.1731
SET3	YKR029C	ref|NC_001143|:497577-499833	42.9067	35.5222	54.7467	62.9027
SET4	YJL105W	ref|NC_001142|:225054-226737	7.47511	7.94946	5.52368	5.45157
SET5	YHR207C	ref|NC_001140|:514904-516485	181.074	161.639	92.9231	130.845
SET6	YPL165C	ref|NC_001148|:237955-239077	19.5269	24.8181	46.7243	65.4355
SEY1	YOR165W	ref|NC_001147|:644565-646896	134.214	109.909	120.717	99.4857
SFA1	YDL168W	ref|NC_001136|:159603-160764	113.622	91.1504	120.051	88.4244
SFB2	YNL049C	ref|NC_001146|:535280-537911	46.87	41.6786	29.9686	22.1516
SFB3	YHR098C	ref|NC_001140|:299144-301934	40.1418	37.166	90.1207	59.7433
SFC1	YJR095W	ref|NC_001142|:609772-610741	5.70995	7.4723	135.311	344.888
SFG1	YOR315W	ref|NC_001147|:904759-905800	23.806	13.8203	12.7559	5.54993
SFH1	YLR321C	ref|NC_001144|:776583-777864	149.683	141.696	104.747	106.733
SFH5	YJL145W	ref|NC_001142|:145159-146044	163.116	132.638	85.4963	45.8779
SFI1	YLL003W	ref|NC_001144|:143200-146041	32.3947	27.3764	35.0969	56.4027
SFK1	YKL051W	ref|NC_001143|:341311-342373	49.5799	44.6576	37.3023	47.1132
SFL1	YOR140W	ref|NC_001147|:586980-589281	38.7596	38.7243	13.6462	8.34802
SFP1	YLR403W	ref|NC_001144|:925567-927619	27.0946	22.3263	39.4112	27.3752
SFT1	YKL006C-A	ref|NC_001143|:430197-430632	116.811	121.089	78.4457	65.839
SFT2	YBL102W	ref|NC_001134|:24097-24745	71.1273	77.9656	179.428	121.707
SGA1	YIL099W	ref|NC_001141|:178003-179653	7.41329	10.1263	20.5382	18.1953
SGD1	YLR336C	ref|NC_001144|:799696-802396	77.9948	48.7593	18.2064	14.5325
SGE1	YPR198W	ref|NC_001148|:934033-935665	31.5257	27.5709	37.9548	31.8126
SGF11	YPL047W	ref|NC_001148|:465961-466261	286.049	304.263	223.048	197.942
SGF29	YCL010C	ref|NC_001135|:103570-104350	123.487	130.691	200.259	243.707
SGF73	YGL066W	ref|NC_001139|:377608-379582	68.4619	66.411	90.18	79.8009
SGM1	YJR134C	ref|NC_001142|:673728-675852	198.775	199.737	143.935	175.809
SGN1	YIR001C	ref|NC_001141|:356142-356895	146.021	151.752	88.8628	105.514
SGO1	YOR073W	ref|NC_001147|:464770-466543	16.2559	13.5949	23.328	18.1213
SGS1	YMR190C	ref|NC_001145|:640914-645258	22.3391	19.6852	33.9623	28.654
SGT1	YOR057W	ref|NC_001147|:432185-433373	76.8003	70.0977	59.7034	81.1186
SGT2	YOR007C	ref|NC_001147|:338937-339978	609.04	643.016	469.655	304.633
SGV1	YPR161C	ref|NC_001148|:864448-866422	67.1519	57.9553	46.8717	53.6801
SHC1	YER096W	ref|NC_001137|:351697-353236	4.75736	6.48393	12.4249	16.2281
SHE1	YBL031W	ref|NC_001134|:161698-162715	19.1771	17.4122	16.614	12.6911
SHE10	YGL228W	ref|NC_001139|:67597-69331	201.426	158.572	186.69	152.242
SHE2	YKL130C	ref|NC_001143|:195287-196028	110.68	100.315	66.5294	48.8205
SHE3	YBR130C	ref|NC_001134|:495591-496869	47.8384	54.5832	54.9091	66.4613
SHE4	YOR035C	ref|NC_001147|:397734-400104	82.2281	69.8328	70.7475	105.109
SHE9	YDR393W	ref|NC_001136|:1259900-1261271	36.4825	38.6112	49.4913	53.7208
SHG1	YBR258C	ref|NC_001134|:729733-730162	75.9773	74.6249	73.1292	92.3652
SHM1	YBR263W	ref|NC_001134|:736263-737736	225.426	145.028	183.327	127.882
SHM2	YLR058C	ref|NC_001144|:257991-259401	1208.63	1803.32	150.241	84.7445
SHO1	YER118C	ref|NC_001137|:397951-399055	56.6377	47.6373	50.4046	31.1427
SHP1	YBL058W	ref|NC_001134|:111436-112708	218.984	205.521	351.416	202.323
SHQ1	YIL104C	ref|NC_001141|:169981-171505	50.9653	33.1966	14.1462	11.4549
SHR3	YDL212W	ref|NC_001136|:78425-79058	280.906	310.509	398.481	362.946
SHR5	YOL110W	ref|NC_001147|:109175-109889	28.6569	21.0403	72.4359	46.0625
SHS1	YDL225W	ref|NC_001136|:52444-54100	112.221	104.503	110.014	98.3837
SHU1	YHL006C	ref|NC_001140|:98342-98795	106.024	118.962	106.654	109.11
SHU2	YDR078C	ref|NC_001136|:602197-602869	51.1132	53.1722	52.9413	53.4874
SHY1	YGR112W	ref|NC_001139|:717357-718527	47.8292	50.3566	115.385	86.1441
SIA1	YOR137C	ref|NC_001147|:581812-583681	39.2554	40.0691	20.1934	11.4828
SIC1	YLR079W	ref|NC_001144|:286819-287674	92.5929	111.662	274.446	308.121
SIF2	YBR103W	ref|NC_001134|:447708-449316	57.6816	49.4185	74.0693	58.5729
SIL1	YOL031C	ref|NC_001147|:266263-267529	48.8219	53.1686	42.2491	25.3202
SIM1	YIL123W	ref|NC_001141|:127661-128148	23.3825	21.907	10.0864	11.5967
SIN3	YOL004W	ref|NC_001147|:316937-321548	57.1234	49.7808	69.2754	66.9834
SIN4	YNL236W	ref|NC_001146|:206929-209854	26.1178	26.7021	23.651	22.0946
SIP1	YDR422C	ref|NC_001136|:1315325-1317773	32.7364	30.1877	40.0812	33.5829
SIP18	YMR175W	ref|NC_001145|:611015-611255	342.436	386.171	1888.22	1679.84
SIP2	YGL208W	ref|NC_001139|:97337-98585	42.7756	34.6878	69.6154	75.0667
SIP3	YNL257C	ref|NC_001146|:160630-164320	50.3701	53.2314	42.777	45.9856
SIP4	YJL089W	ref|NC_001142|:265925-268415	4.57182	3.98726	25.0929	48.2863
SIP5	YMR140W	ref|NC_001145|:547713-549183	76.4436	71.227	165.089	190.054
SIR1	YKR101W	ref|NC_001143|:640539-642504	16.0866	12.8172	13.5933	18.5809
SIR2	YDL042C	ref|NC_001136|:376756-378445	20.7078	15.1718	20.3113	19.2498
SIR3	YLR442C	ref|NC_001144|:1019314-1022251	18.1614	13.5182	27.9309	30.3368
SIR4	YDR227W	ref|NC_001136|:917570-921647	35.0897	30.512	15.8435	16.6959
SIS1	YNL007C	ref|NC_001146|:618506-619565	351.775	568.836	552.612	315.826
SIS2	YKR072C	ref|NC_001143|:576434-578123	54.4451	47.8128	76.2834	80.2549
SIT1	YEL065W	ref|NC_001137|:27656-29543	18.9686	17.1925	76.7967	85.7836
SIT4	YDL047W	ref|NC_001136|:369770-370706	84.5064	76.7281	118.141	101.32
SIW14	YNL032W	ref|NC_001146|:574505-575351	112.889	102.517	151.909	105.19
SIZ1	YDR409W	ref|NC_001136|:1289405-1292120	25.321	27.6438	18.6515	18.0838
SKG1	YKR100C	ref|NC_001143|:638900-639968	67.5532	83.0775	109.521	110.477
SKG3	YLR187W	ref|NC_001144|:524864-527945	4.25179	5.09916	3.92729	4.38643
SKG6	YHR149C	ref|NC_001140|:394454-396659	28.3986	21.4953	23.6407	11.6197
SKI2	YLR398C	ref|NC_001144|:915155-919019	51.7769	45.963	44.4141	42.6949
SKI3	YPR189W	ref|NC_001148|:912663-916962	60.4579	50.1819	42.7648	49.7287
SKI6	YGR195W	ref|NC_001139|:888881-889622	40.2928	35.999	46.9728	33.351
SKI7	YOR076C	ref|NC_001147|:469376-471620	18.9439	16.2462	24.8686	29.6163
SKI8	YGL213C	ref|NC_001139|:90053-91247	42.27	41.5193	56.4962	52.2664
SKM1	YOL113W	ref|NC_001147|:104325-106293	104.68	75.4575	93.8934	75.5901
SKN1	YGR143W	ref|NC_001139|:775192-777508	86.0488	88.0129	136.941	97.8339
SKN7	YHR206W	ref|NC_001140|:512731-514600	32.4942	29.1529	35.1968	19.6656
SKO1	YNL167C	ref|NC_001146|:319415-321359	22.8857	23.65	36.6054	35.1072
SKP1	YDR328C	ref|NC_001136|:1125433-1126018	1354.16	1327.33	1645.21	1279.87
SKP2	YNL311C	ref|NC_001146|:49396-51688	22.6286	23.1569	11.8571	8.48276
SKS1	YPL026C	ref|NC_001148|:500674-502183	40.7104	33.6814	9.03812	3.79944
SKT5	YBL061C	ref|NC_001134|:105315-107406	56.8761	47.0328	43.9072	36.8924
SKY1	YMR216C	ref|NC_001145|:698810-701039	46.5654	46.0767	84.527	71.2526
SLA1	YBL007C	ref|NC_001134|:212631-216366	46.2924	45.5419	86.8901	63.7758
SLA2	YNL243W	ref|NC_001146|:188050-190957	68.8891	57.1672	136.556	65.2968
SLC1	YDL052C	ref|NC_001136|:362671-363583	35.5461	38.617	59.8275	35.3282
SLD2	YKL108W	ref|NC_001143|:234425-235787	30.382	33.602	40.098	34.2535
SLD3	YGL113W	ref|NC_001139|:295931-297938	36.8289	30.8404	25.851	25.8781
SLD5	YDR489W	ref|NC_001136|:1431011-1431896	49.9807	50.5608	35.4746	30.3011
SLD7	YOR060C	ref|NC_001147|:440389-441163	134.572	143.608	84.1088	105.388
SLF1	YDR515W	ref|NC_001136|:1473428-1474772	11.9084	9.81635	24.2426	9.48222
SLG1	YOR008C	ref|NC_001147|:341277-342414	54.0225	55.1142	245.984	131.44
SLH1	YGR271W	ref|NC_001139|:1031790-1037694	38.0282	37.3958	31.2462	31.9332
SLI1	YGR212W	ref|NC_001139|:917039-918446	7.90498	6.76941	7.65772	12.4575
SLI15	YBR156C	ref|NC_001134|:551103-553200	6.17771	6.325	6.17846	6.17081
SLK19	YOR195W	ref|NC_001147|:712865-715331	32.268	25.4411	30.5737	25.3669
SLM1	YIL105C	ref|NC_001141|:167580-169641	88.3424	88.15	180.852	249.683
SLM2	YNL047C	ref|NC_001146|:539910-541881	19.7785	14.8187	23.9745	20.1863
SLM3	YDL033C	ref|NC_001136|:392658-393912	37.4355	30.1193	19.0558	20.0567
SLM4	YBR077C	ref|NC_001134|:391804-392293	229.003	236.449	222.26	331.439
SLM5	YCR024C	ref|NC_001135|:160743-162222	24.2999	24.7239	36.0682	30.2522
SLM6	YBR266C	ref|NC_001134|:739935-740388	4.77241	0.603378	1.03225	2.28338
SLN1	YIL147C	ref|NC_001141|:69790-73453	41.2032	36.6741	37.8199	31.5249
SLO1	YER180C-A	ref|NC_001137|:550864-551122	86.4706	86.0106	81.1146	110.815
SLP1	YOR154W	ref|NC_001147|:624728-626492	37.5676	29.2481	25.5478	27.303
SLS1	YLR139C	ref|NC_001144|:421541-423473	10.6375	10.0812	12.3584	7.44504
SLT2	YHR030C	ref|NC_001140|:168889-170344	30.0576	26.5993	49.5229	39.9199
SLU7	YDR088C	ref|NC_001136|:618496-619645	109.162	123.438	285.952	287.052
SLX1	YBR228W	ref|NC_001134|:675312-676227	46.5963	45.6974	67.0831	87.5395
SLX4	YLR135W	ref|NC_001144|:413280-415527	34.2463	34.2135	23.6652	30.7535
SLX5	YDL013W	ref|NC_001136|:429066-430926	37.4801	31.2166	72.3356	62.6082
SLX8	YER116C	ref|NC_001137|:395347-396172	127.743	127.562	133.856	114.033
SLX9	YGR081C	ref|NC_001139|:643147-643780	117.703	49.8976	51.0398	35.6544
SLY1	YDR189W	ref|NC_001136|:838391-840392	88.2842	83.6011	85.5502	71.2315
SLY41	YOR307C	ref|NC_001147|:892730-894092	79.0164	78.3116	33.5579	42.1611
SLZ1	YNL196C	ref|NC_001146|:270274-271171	31.2244	29.57	53.455	105.668
SMA1	YPL027W	ref|NC_001148|:499664-500402	2.32796	2.52449	3.06852	3.80547
SMA2	YML066C	ref|NC_001145|:140423-141533	17.6539	14.4049	14.4156	12.2513
SMB1	YER029C	ref|NC_001137|:212586-213177	312.075	353.251	277.497	297.37
SMC1	YFL008W	ref|NC_001138|:119428-123106	70.3071	60.8209	60.1948	57.3189
SMC2	YFR031C	ref|NC_001138|:216593-220106	49.2355	36.2339	42.1458	31.2326
SMC3	YJL074C	ref|NC_001142|:299156-302849	47.2542	35.4468	23.1032	16.1647
SMC4	YLR086W	ref|NC_001144|:302242-306499	74.5003	61.3879	45.1195	41.6027
SMC5	YOL034W	ref|NC_001147|:259922-263204	24.6965	23.0512	18.0234	15.5074
SMC6	YLR383W	ref|NC_001144|:885287-888632	42.4537	32.9775	38.6444	31.9857
SMD1	YGR074W	ref|NC_001139|:635711-636152	48.1181	51.8079	82.9629	59.6695
SMD2	YLR275W	ref|NC_001144|:694377-694800	99.0959	95.839	93.0068	107.093
SMD3	YLR147C	ref|NC_001144|:434157-434463	79.4008	86.2353	143.736	119.112
SME1	YOR159C	ref|NC_001147|:633281-633566	171.055	164.596	213.908	206.549
SMF1	YOL122C	ref|NC_001147|:89691-91419	25.3353	15.7126	27.8946	18.6857
SMF2	YHR050W	ref|NC_001140|:207653-209303	67.0915	52.6268	174.661	130.919
SMF3	YLR034C	ref|NC_001144|:210511-211933	30.0442	35.8434	21.7933	16.0448
SMI1	YGR229C	ref|NC_001139|:949381-950899	172.597	156.666	183.449	111.416
SMK1	YPR054W	ref|NC_001148|:666279-667446	16.2951	16.6885	12.8921	15.0978
SML1	YML058W	ref|NC_001145|:159382-159697	938.019	696.255	879.977	740.597
SMM1	YNR015W	ref|NC_001146|:653386-654541	24.0621	21.5491	30.3913	14.6307
SMP1	YBR182C	ref|NC_001134|:593505-594864	15.2159	15.9691	7.88993	3.73203
SMP3	YOR149C	ref|NC_001147|:609837-611388	16.3652	14.2937	15.2637	21.1573
SMT3	YDR510W	ref|NC_001136|:1469399-1469705	756.072	769.81	2823.99	2325.41
SMX2	YFL017W-A	ref|NC_001138|:103698-103932	379.185	332.512	315.546	436.251
SMX3	YPR182W	ref|NC_001148|:900193-900454	369.996	331.016	823.543	495.491
SMY1	YKL079W	ref|NC_001143|:286602-288573	53.8774	45.4174	67.2299	65.2738
SMY2	YBR172C	ref|NC_001134|:579149-581372	70.3553	56.3246	76.6853	58.9747
SNA2	YDR525W-A	ref|NC_001136|:1490595-1490835	59.667	59.3308	115.498	102.592
SNA3	YJL151C	ref|NC_001142|:136371-136773	892.354	756.521	1038.96	693.254
SNA4	YDL123W	ref|NC_001136|:241417-241840	125.901	124.659	186.407	161.244
SNC1	YAL030W	ref|NC_001133|:87285-87752	341.594	353.155	480.304	605.885
SNC2	YOR327C	ref|NC_001147|:930733-931081	415.364	469.286	927.3	836.687
SNF1	YDR477W	ref|NC_001136|:1412372-1414274	45.6172	50.9791	99.8678	85.5652
SNF11	YDR073W	ref|NC_001136|:592438-592948	185.741	177.858	476.164	445.947
SNF12	YNR023W	ref|NC_001146|:670417-672118	35.3324	33.0728	32.528	33.9573
SNF2	YOR290C	ref|NC_001147|:855146-860258	45.1985	46.1665	56.2893	71.2323
SNF3	YDL194W	ref|NC_001136|:111579-114234	33.1253	29.5528	60.86	54.4768
SNF4	YGL115W	ref|NC_001139|:292032-293001	82.0915	95.1661	135.992	97.009
SNF5	YBR289W	ref|NC_001134|:779666-782384	56.4365	56.5089	43.7875	51.1926
SNF6	YHL025W	ref|NC_001140|:54850-55849	234.743	212.082	304.635	251.337
SNF7	YLR025W	ref|NC_001144|:194451-195174	254.541	282.081	394.743	367.748
SNF8	YPL002C	ref|NC_001148|:553626-554328	115.432	110.876	103.694	112.684
SNG1	YGR197C	ref|NC_001139|:892496-894140	21.2124	18.8388	50.3351	45.9258
SNL1	YIL016W	ref|NC_001141|:321453-321933	262.389	277.752	302.887	256.58
SNM1	YDR478W	ref|NC_001136|:1414574-1415171	64.7108	43.7654	29.4359	25.9083
SNN1	YNL086W	ref|NC_001146|:466333-466642	85.1637	94.5307	105.192	72.9241
